SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,NAMEPCAP,PLNGENAN,PLCO2EQA
327,AZ,Cogenra - TEP,32.101944,-110.813333,SUN,1.00,2100.00,0.00
328,AZ,Concord Blue Eagar LLC,34.114940,-109.375030,OBG,1.20,0.00,0.00
329,AZ,Coolidge Generating Station,32.917399,-111.503327,NG,726.00,167696.00,98673.65
330,AZ,Copper Crossing Energy Center,33.155120,-111.483636,NG,1779.00,0.00,0.00
331,AZ,Copper Crossing Solar LLC,33.160601,-111.484011,SUN,20.00,54194.00,0.00
332,AZ,Coronado Generating Station,34.578900,-109.270800,RC,821.80,4924949.00,6200915.15
333,AZ,Cotton Center Solar,33.034722,-112.661667,SUN,17.00,38993.00,0.00
334,AZ,Crosscut,33.439375,-111.946052,,33.00,0.00,0.00
335,AZ,Davis Dam,35.197044,-114.570669,WAT,254.80,1118857.00,0.00
336,AZ,Davis Monthan AFB (AZ) West Airfield,32.173560,-110.899734,SUN,12.60,0.00,0.00
337,AZ,De Moss Petrie Generating Station,32.252273,-110.992148,NG,95.00,5324.00,5059.60
338,AZ,Desert Basin Generating Station,32.904200,-111.788900,NG,646.10,1154728.00,550490.10
339,AZ,Dolan Springs,35.610000,-114.260000,WND,300.00,0.00,0.00
340,AZ,Douglas,31.364122,-109.553800,DFO,26.10,84.00,223.36
341,AZ,Dry Lake Solar,34.513333,-110.078333,SUN,50.00,0.00,0.00
342,AZ,Dry Lake Wind II LLC,34.606200,-110.173400,WND,65.10,116380.00,0.00
343,AZ,Dry Lake Wind LLC,34.659600,-110.284200,WND,63.00,112321.00,0.00
344,AZ,FirstEnergy,33.935833,-113.555000,NG,1080.00,0.00,0.00
345,AZ,Foothills Solar Plant,32.648560,-114.428741,SUN,35.00,96915.00,0.00
346,AZ,Fort Huachuca Solar PV Project,31.555278,-110.350000,SUN,18.00,31257.00,0.00
347,AZ,Gato Montes Solar LLC,32.102778,-110.819722,SUN,5.00,9973.00,0.00
348,AZ,Gila Bend,32.940833,-112.881389,SUN,32.00,102975.00,0.00
349,AZ,Gila Bend Power Generation Station,32.985977,-112.811009,NG,1120.00,0.00,0.00
350,AZ,Gila River Power Station,32.975000,-112.694400,NG,1857.00,6909105.00,3211576.98
351,AZ,Gilbert Solar Facility I LLC,33.355862,-111.802355,SUN,2.50,4261.00,0.00
352,AZ,Gillespie 1,33.026389,-112.665833,SUN,15.00,44136.00,0.00
353,AZ,Glen Canyon Dam,36.936614,-111.483872,WAT,1312.00,4016225.00,0.00
354,AZ,Glendale Energy Power Plant,33.540324,-112.306361,LFG,2.80,15475.00,0.00
355,AZ,Gray Hawk Solar,35.363500,-113.897800,SUN,55.00,0.00,0.00
356,AZ,Griffith Energy Project,35.054029,-114.133272,NG,655.00,2086732.00,917373.37
357,AZ,Headgate Rock,34.168264,-114.277356,WAT,19.50,75735.00,0.00
358,AZ,Hoover Dam (AZ),36.015510,-114.738006,WAT,1039.40,1818612.00,0.00
359,AZ,Horse Mesa,33.590700,-111.344000,WAT,129.50,45429.00,0.00
360,AZ,Hyder II,33.027000,-113.348900,SUN,14.00,37104.00,0.00
361,AZ,Hyder Solar,33.025660,-113.343970,SUN,22.00,40655.00,0.00
362,AZ,Intel - Ocotillo Campus Solar,33.243261,-111.892354,SUN,4.20,0.00,0.00
363,AZ,IRC Generator Facility,36.970800,-112.526400,DFO,3.00,-21.00,15.73
364,AZ,Iron Horse Battery Storage,32.098492,-110.819119,,12.00,0.00,0.00
365,AZ,Irving,34.402222,-111.617222,WAT,1.60,0.00,0.00
366,AZ,Irvington Generating Station,32.160000,-110.904700,NG,558.50,777277.00,545793.62
367,AZ,Jacobson 5 MW Solar,35.304528,-114.014747,SUN,4.40,0.00,0.00
368,AZ,Jewish Community Center PV,33.603056,-111.924722,SUN,1.10,2227.00,0.00
369,AZ,Kayenta Solar Project,36.771944,-110.263889,SUN,27.30,0.00,0.00
370,AZ,Kingman 1,35.145833,-114.067500,WND,10.50,24935.00,0.00
371,AZ,Kyrene Generating Station,33.355600,-111.935300,NG,573.70,1198000.00,522952.97
372,AZ,La Paz Solar Tower,33.917222,-114.267500,SUN,200.00,0.00,0.00
373,AZ,La Senita,35.241675,-114.004591,SUN,1.00,2511.00,0.00
374,AZ,Lake Pleasant WTP,33.820556,-112.240000,SUN,6.50,15235.00,0.00
375,AZ,Luke Solar,33.526111,-112.379440,SUN,15.00,0.00,0.00
376,AZ,Macys Goodyear,33.409063,-112.414596,SUN,3.50,5315.00,0.00
377,AZ,Maricopa County Community Colleges- Estr,33.409803,-112.340297,SUN,1.70,0.00,0.00
378,AZ,Mesa Solar Array,33.346944,-111.603056,SUN,4.00,0.00,0.00
379,AZ,Mesquite Generating Station,33.345000,-112.864167,NG,1383.20,4487692.00,1974238.87
380,AZ,Mesquite Solar 1,33.341833,-112.904028,SUN,170.00,408250.00,0.00
381,AZ,Mesquite Solar 2 LLC,33.332777,-112.911388,SUN,100.00,13255.00,0.00
382,AZ,Mesquite Solar 3 LLC,33.347583,-112.936805,SUN,150.00,21060.00,0.00
383,AZ,Mohave Electric at Fort Mohave,34.984300,-114.556500,SUN,14.40,14636.00,0.00
384,AZ,Mormon Flat,33.553600,-111.443100,WAT,63.50,22336.00,0.00
385,AZ,Navajo Generating Station,36.904700,-111.388600,BIT,2409.30,12058583.00,14068343.79
386,AZ,New Harquahala Generating Company LLC,33.475960,-113.113434,NG,1325.10,3373732.00,1396922.56
387,AZ,North Loop,32.401000,-111.126200,NG,107.80,934.00,0.76
388,AZ,Northwest Regional,33.681944,-112.476666,LFG,3.20,22767.00,0.00
389,AZ,Novo BioPower Plant,34.503158,-110.334953,WDS,27.20,176574.00,7972.53
390,AZ,Ocotillo Power Plant,33.422500,-111.912200,NG,1143.50,136005.00,99903.88
391,AZ,Palo Verde,33.388100,-112.861700,NUC,4209.60,32377477.00,0.00
392,AZ,Paloma Solar,33.021111,-112.661389,SUN,17.60,37662.00,0.00
393,AZ,Paradise Valley H.S. PV,33.641600,-111.999700,SUN,1.30,2607.00,0.00
394,AZ,PB2 - Gila River,32.975000,-112.694444,NG,619.00,119891.00,46024.32
395,AZ,Perrin Ranch Wind LLC,35.415556,-112.271111,WND,99.20,222162.00,0.00
396,AZ,Phoenix Airport East Economy Lot,33.450000,-111.980000,SUN,1.10,2072.00,0.00
397,AZ,Phoenix Airport Rental Car Center,33.450000,-111.980000,SUN,1.60,6495.00,0.00
398,AZ,Picture Rocks Solar LLC,32.369722,-111.242778,SUN,20.00,55748.00,0.00
399,AZ,Pima Community College,32.146142,-110.990639,SUN,1.30,0.00,0.00
400,AZ,Pima Energy Storage System,32.251647,-110.991333,MWH,10.00,0.00,0.00
401,AZ,Prairie Fire,32.116389,-110.820000,SUN,4.50,8886.00,0.00
402,AZ,Prescott Airport,34.658400,-112.400800,SUN,9.10,5432.00,0.00
403,AZ,Prescott Solar Plant,34.649444,-112.427500,SUN,10.80,26142.00,0.00
404,AZ,Queen Creek Solar Farm,33.267500,-111.612222,SUN,19.00,52143.00,0.00
405,AZ,RE Ajo 1 LLC,32.367013,-112.831401,SUN,4.50,9224.00,0.00
406,AZ,RE Bagdad Solar I LLC,34.585833,-113.177222,SUN,16.60,34860.00,0.00
407,AZ,Red Horse 2,32.286111,-110.088056,SUN,81.00,220108.00,0.00
408,AZ,Red Horse III,32.135970,-110.051290,SUN,30.00,38278.00,0.00
409,AZ,Red Rock,32.551026,-111.289232,SUN,40.00,0.00,0.00
410,AZ,Redhawk Generating Facility,33.334562,-112.840641,NG,1140.30,5158899.00,2281840.55
411,AZ,Rio Rico Solar,31.500000,-111.008056,SUN,6.00,11951.00,0.00
412,AZ,Roger Road WWTP,32.289400,-111.033100,SUN,1.10,1810.00,0.00
413,AZ,Roosevelt,33.671104,-111.161786,WAT,36.00,58948.00,0.00
414,AZ,Saddle Mountain Solar I,33.378333,-113.180833,SUN,15.00,47762.00,0.00
415,AZ,Sandstone Solar,33.035556,-111.430278,SUN,45.00,121501.00,0.00
416,AZ,Santan,33.332500,-111.750300,NG,1326.00,2985179.00,1063254.84
417,AZ,Solana Generating Station,32.922294,-112.955940,SUN,280.00,643670.00,0.00
418,AZ,South Consolidated,33.466477,-111.781064,WAT,1.40,0.00,0.00
419,AZ,South Point Energy Center LLC,34.867800,-114.531700,NG,708.00,100404.00,46914.09
420,AZ,Springerville Generating Station,34.318600,-109.163900,SUB,2179.20,9147059.00,9978490.67
421,AZ,SR85,33.145000,-112.660000,SUN,10.00,8924.00,0.00
422,AZ,Stewart Mountain,33.566100,-111.536000,WAT,13.00,27419.00,0.00
423,AZ,Sulphur Springs,32.062800,-109.919283,SUN,20.00,4656.00,0.00
424,AZ,Sun Streams LLC,33.348840,-112.834800,SUN,150.00,0.00,0.00
425,AZ,Sundance Power Plant,32.928500,-111.589900,NG,695.00,234372.00,163636.48
426,AZ,T0588 Phoenix - AZ,33.447225,-112.217664,SUN,1.20,0.00,0.00
427,AZ,TAA Solar Facility,32.115833,-110.940833,SUN,2.80,0.00,0.00
428,AZ,Tech Park Solar,32.097884,-110.815696,SUN,5.00,13055.00,0.00
429,AZ,Tri Cities,33.483300,-111.817200,LFG,5.00,0.00,0.00
430,AZ,UASTP I,32.096973,-110.810600,SUN,1.20,1402.00,0.00
431,AZ,UASTP II,32.096973,-110.810600,SUN,14.00,8972.00,0.00
432,AZ,Union HS at Casa Grande,32.936944,-111.738611,SUN,1.60,3404.00,0.00
433,AZ,University of Arizona - Biosphere 2,32.578011,-110.852608,NG,3.10,49.00,68.11
434,AZ,Valencia,31.363472,-110.931343,NG,108.00,620.00,584.89
435,AZ,Valencia Solar,32.145833,-110.866944,SUN,10.00,23552.00,0.00
436,AZ,Vista Grande HS at Casa Grande,32.891389,-111.713056,SUN,1.80,3095.00,0.00
437,AZ,Waddell,33.844700,-112.271400,WAT,40.00,42832.00,0.00
438,AZ,Walmart Casa Grande,32.866837,-111.771751,SUN,2.00,3228.00,0.00
439,AZ,Western Renewable Energy,34.093006,-109.289979,WDS,3.00,0.00,0.00
440,AZ,White Wing Solar,32.994056,-113.508806,SUN,200.00,0.00,0.00
441,AZ,Yucca Power Plant,32.721400,-114.710600,NG,425.00,360704.00,254765.05
442,AZ,Yuma Cogeneration Associates,32.728822,-114.654053,NG,62.60,11206.00,2214.79
443,CA,1420 Coil Av #C,33.794283,-118.241405,SUN,1.30,1592.00,0.00
444,CA,2081 Terzian Solar Project,36.670000,-119.415833,SUN,1.20,2601.00,0.00
445,CA,2097 Helton Solar Project,37.352222,-120.506944,SUN,1.50,3798.00,0.00
446,CA,2127 Harris Solar Project,39.291667,-121.669722,SUN,1.30,2712.00,0.00
447,CA,2555 E Olympic Bl,34.026944,-118.224167,SUN,1.00,1780.00,0.00
448,CA,85 A,35.101100,-118.337200,WND,14.10,16012.00,0.00
449,CA,85 B,35.101100,-118.337200,WND,21.20,20601.00,0.00
450,CA,A G Wishon,37.151050,-119.504724,WAT,12.80,34315.00,0.00
451,CA,ABEC Bidart-Old River LLC,35.169722,-119.105556,OBG,2.00,10899.00,6.75
452,CA,Adelanto Solar II LLC,34.557222,-117.377500,SUN,7.00,17202.00,0.00
453,CA,Adelanto Solar Project,34.550833,-117.435277,SUN,10.00,16245.00,0.00
454,CA,Adelanto Solar LLC,34.557222,-117.377500,SUN,20.00,57181.00,0.00
455,CA,Adera Solar,37.120586,-120.324880,SUN,20.00,37763.00,0.00
456,CA,Adobe San Jose,37.330556,-121.893056,NG,1.20,8774.00,0.00
457,CA,Aera San Ardo Cogen Facility,35.953293,-120.859952,NG,6.20,48917.00,15965.24
458,CA,Aera South Belridge Cogen Facility,35.429200,-119.686400,NG,9.00,0.00,0.00
459,CA,Aerojet I,38.613508,-121.162879,SUN,3.00,5725.00,0.00
460,CA,Aerojet II,38.608600,-121.170300,SUN,2.70,3861.00,0.00
461,CA,AES Alamitos,33.768800,-118.100900,NG,2055.00,889395.00,661294.23
462,CA,AES ES ALAMITOS LLC,33.770202,-118.099665,MWH,100.00,0.00,0.00
463,CA,AES Huntington Beach,33.643900,-117.979200,NG,1021.00,486191.00,328921.54
464,CA,AES Redondo Beach,33.850400,-118.395000,NG,1316.40,320555.00,235240.86
465,CA,Agnews Power Plant,37.405800,-121.927200,NG,32.00,16640.00,8498.05
466,CA,Agua Mansa Power,34.041400,-117.360300,NG,60.50,6466.00,3949.46
467,CA,Aidlin Geothermal Power Plant,38.833900,-122.881000,GEO,25.00,125286.00,15051.24
468,CA,Alameda,37.788600,-122.288900,NG,54.80,3574.00,3173.67
469,CA,Alamo,34.815800,-118.686700,WAT,19.60,67000.00,0.00
470,CA,Alamo Solar,34.682222,-117.347500,SUN,20.00,52591.00,0.00
471,CA,Algonquin Power Sanger LLC,36.684200,-119.552200,NG,74.00,120258.00,47814.10
472,CA,Algonquin SKIC 10 Solar LLC,35.126111,-119.243361,SUN,10.00,0.00,0.00
473,CA,Algonquin SKIC20 Solar LLC,35.126111,-119.243333,SUN,20.00,45907.00,0.00
474,CA,Aliso Water Management Agency,33.537922,-117.705850,OBG,1.20,6.00,0.76
475,CA,Almond Power Plant,37.574400,-120.985000,NG,223.50,111901.00,70398.05
476,CA,Alpaugh 50,35.898333,-119.435278,SUN,50.00,133296.00,0.00
477,CA,Alpaugh North,35.902500,-119.442778,SUN,20.00,52471.00,0.00
478,CA,Alpine Solar,34.789200,-118.504700,SUN,132.00,165117.00,0.00
479,CA,Alta Mesa Project Phase IV,33.946389,-116.663333,WND,40.00,0.00,0.00
480,CA,Alta Powerhouse,39.215979,-120.803550,WAT,2.00,3123.00,0.00
481,CA,Alta Wind Energy Center I,35.033725,-118.353422,WND,150.00,413363.00,0.00
482,CA,Alta Wind Energy Center II,35.023889,-118.295278,WND,150.00,360216.00,0.00
483,CA,Alta Wind Energy Center III,35.023889,-118.295278,WND,150.00,380465.00,0.00
484,CA,Alta Wind Energy Center IV,35.008611,-118.242222,WND,102.00,183393.00,0.00
485,CA,Alta Wind Energy Center V,35.008611,-118.242222,WND,168.00,293378.00,0.00
486,CA,Alta Wind VIII,35.026683,-118.234811,WND,150.00,294789.00,0.00
487,CA,Alta Wind X,35.060000,-118.200000,WND,138.00,364926.00,0.00
488,CA,Alta Wind XI,35.065000,-118.390000,WND,90.00,276368.00,0.00
489,CA,AltaGas Pomona Energy Inc.,34.059444,-117.774167,NG,66.00,3190.00,1854.39
490,CA,AltaGas Ripon Energy Inc.,37.732533,-121.116006,NG,49.50,10941.00,6389.98
491,CA,Altamont Gas Recovery,37.749308,-121.649866,LFG,8.60,45492.00,0.00
492,CA,Altamont Midway Ltd,37.739200,-121.432200,WND,10.90,0.00,0.00
493,CA,Altech III,33.915023,-116.555064,WND,25.10,30957.00,0.00
494,CA,Alvarado Hydro Facility,32.781400,-117.041100,WAT,2.10,0.00,0.00
495,CA,Amazon - Patterson PV,37.468888,-121.166326,SUN,1.30,0.00,0.00
496,CA,Amazon San Bernardino,34.088408,-117.245839,NG,1.10,7923.00,0.00
497,CA,Amedee Geothermal Venture I,40.300833,-120.105000,GEO,3.00,0.00,0.00
498,CA,Ameresco Butte County,39.674000,-121.730000,LFG,2.30,15857.00,0.00
499,CA,Ameresco Chiquita Canyon,34.431664,-118.642855,LFG,9.20,48046.00,0.00
500,CA,Ameresco Forward,37.883406,-121.185104,LFG,4.40,32649.00,0.00
501,CA,Ameresco Johnson Canyon,36.534167,-121.408611,LFG,1.40,10460.00,0.00
502,CA,Ameresco Keller Canyon,38.003928,-121.934491,LFG,3.80,30295.00,0.00
503,CA,Ameresco Ox Mountain,37.500000,-122.400000,LFG,11.40,85387.00,0.00
504,CA,Ameresco San Joaquin,38.029722,-120.929722,LFG,4.40,26786.00,0.00
505,CA,Ameresco Santa Cruz Energy,36.917800,-121.815600,LFG,3.00,19626.00,0.00
506,CA,Ameresco Vasco Road,37.754444,-121.728889,LFG,4.40,33251.00,0.00
507,CA,American Kings Solar LLC,36.240000,-119.898000,SUN,123.00,0.00,0.00
508,CA,Ampersand Chowchilla Biomass LLC,37.106668,-120.248504,WDS,12.50,68912.00,2992.02
509,CA,Anaheim Combustion Turbine,33.853542,-117.856286,NG,49.20,123093.00,22928.58
510,CA,Anaheim Solar Energy Plant,33.802500,-117.919722,SUN,2.10,3389.00,0.00
511,CA,Angels,38.071944,-120.539444,WAT,1.40,5833.00,0.00
512,CA,Anheuser-Busch #2,38.233611,-122.092500,WND,1.60,3936.00,0.00
513,CA,Antelope Big Sky Ranch,34.694839,-118.287690,SUN,20.00,17070.00,0.00
514,CA,Antelope DSR 1,34.655556,-118.280722,SUN,50.00,6690.00,0.00
515,CA,Antelope DSR 2,34.686944,-118.311722,SUN,5.00,1388.00,0.00
516,CA,Antelope DSR 3,34.736859,-118.304071,SUN,20.00,0.00,0.00
517,CA,Antelope Expansion 2,34.744977,-118.309153,SUN,105.00,0.00,0.00
518,CA,AP North Lake I LP,33.740000,-117.010556,SUN,20.00,0.00,0.00
519,CA,Apple Campus 2 Fuel Cell,37.330000,-122.010000,OBG,4.00,0.00,0.00
520,CA,Apple Campus 2 PV,37.330000,-122.010000,SUN,14.40,0.00,0.00
521,CA,Argus Cogen Plant,35.765000,-117.383300,RC,62.50,325958.00,189704.57
522,CA,Arrache 4006,34.655000,-118.051111,SUN,2.00,2835.00,0.00
523,CA,Arrache 4013,34.650556,-118.051944,SUN,1.50,4410.00,0.00
524,CA,Arrache 8083,34.647778,-118.061111,SUN,4.00,3567.00,0.00
525,CA,Aspiration G,36.552186,-120.352481,SUN,9.00,0.00,0.00
526,CA,ASTI,38.761389,-122.975278,SUN,1.00,1541.00,0.00
527,CA,AT&T Anaheim,33.836439,-117.916893,NG,1.30,2728.00,0.00
528,CA,AT&T Holger,37.417638,-121.944530,NG,1.30,4229.00,0.00
529,CA,Atwell Island,35.895000,-119.510833,SUN,20.20,41255.00,0.00
530,CA,Atwell Island West Solar,35.815000,-119.459722,SUN,20.00,56979.00,0.00
531,CA,AV Solar Ranch One,34.780278,-118.424440,SUN,253.00,614294.00,0.00
532,CA,Avenal Park,35.989722,-120.110000,SUN,6.00,12761.00,0.00
533,CA,AVS Lancaster 1,34.748894,-117.973571,SUN,3.70,0.00,0.00
534,CA,Azusa,34.154800,-117.909300,WAT,3.00,0.00,0.00
535,CA,B Braun Medical,33.688721,-117.834793,NG,6.10,36550.00,11671.35
536,CA,Badger Creek Limited,35.483736,-119.029856,NG,46.00,3339.00,0.00
537,CA,Baker Creek Hydroelectric,40.526389,-123.725556,WAT,1.50,4085.00,0.00
538,CA,Bakersfield 111,35.317551,-118.989894,SUN,1.40,3323.00,0.00
539,CA,Bakersfield College Solar 01,35.411817,-118.968640,SUN,1.10,2046.00,0.00
540,CA,Bakersfield Industrial PV 1,35.330032,-118.993119,SUN,1.00,0.00,0.00
541,CA,Bakersfield PV 1,35.324982,-118.981522,SUN,5.30,0.00,0.00
542,CA,Balch 1,36.909137,-119.087712,WAT,31.00,132644.00,0.00
543,CA,Balch 2,36.908907,-119.087556,WAT,97.20,331916.00,0.00
544,CA,Barre Generating Station,33.807300,-117.983200,NG,49.80,28750.00,17170.21
545,CA,Bayshore Solar A LLC,34.667817,-118.298089,SUN,20.00,0.00,0.00
546,CA,Bayshore Solar B LLC,34.678305,-118.302649,SUN,20.00,0.00,0.00
547,CA,Bayshore Solar C LLC,34.681338,-118.314087,SUN,20.00,0.00,0.00
548,CA,Beacon BESS 1,35.256526,-118.027519,MWH,20.00,0.00,0.00
549,CA,Beacon Solar Plant Site 2,35.265833,-117.999167,SUN,48.00,0.00,0.00
550,CA,Beacon Solar Plant Site 5,35.248889,-118.034444,SUN,40.00,0.00,0.00
551,CA,Bear Canyon Power Plant,38.762968,-122.692915,GEO,24.40,0.00,0.00
552,CA,Bear Creek,40.534454,-121.959109,WAT,3.20,6078.00,0.00
553,CA,Bear Creek Solar,38.136389,-121.148889,SUN,1.50,3722.00,0.00
554,CA,Bear Mountain Limited,35.419181,-118.926643,NG,46.00,8073.00,0.00
555,CA,Bear Valley,33.166246,-117.016566,WAT,1.40,806.00,0.00
556,CA,Bear Valley Power Plant,34.250600,-116.902500,NG,8.40,-36.00,371.84
557,CA,Beardsley,38.202569,-120.076983,WAT,10.00,68443.00,0.00
558,CA,Belden,40.007445,-121.249438,WAT,117.90,181578.00,0.00
559,CA,Beringer,38.510833,-122.479722,SUN,1.20,1629.00,0.00
560,CA,Berry Cogen,35.093046,-119.443617,NG,38.70,310119.00,98300.86
561,CA,Berry Cogen Tanne Hills 18,35.089829,-119.440881,NG,17.60,135146.00,43762.84
562,CA,Berry Placerita Cogen,34.384070,-118.494882,NG,42.80,304058.00,100839.16
563,CA,Bidwell Ditch Project,40.801400,-121.448100,WAT,1.80,10103.00,0.00
564,CA,Big Creek 1,37.204200,-119.239600,WAT,88.40,282180.00,0.00
565,CA,Big Creek 2,37.200000,-119.306900,WAT,66.60,332639.00,0.00
566,CA,Big Creek 2A,37.200062,-119.306810,WAT,110.00,359244.00,0.00
567,CA,Big Creek 3,37.148517,-119.386623,WAT,174.50,763372.00,0.00
568,CA,Big Creek 4,37.139000,-119.489800,WAT,100.00,378638.00,0.00
569,CA,Big Creek 8,37.209600,-119.328900,WAT,75.00,212772.00,0.00
570,CA,Big Creek Water Works,40.646733,-123.498008,WAT,5.00,10436.00,0.00
571,CA,Big Pine Creek,37.142795,-118.324075,WAT,3.20,1484.00,0.00
572,CA,Big Valley Power LLC,41.132500,-121.137222,WDS,9.30,0.00,0.00
573,CA,Biola University,33.906953,-118.013105,NG,2.20,12885.00,3897.22
574,CA,Bishop Creek 2,37.273581,-118.573339,WAT,7.30,24861.00,0.00
575,CA,Bishop Creek 3,37.301962,-118.531957,WAT,8.40,22880.00,0.00
576,CA,Bishop Creek 4,37.323035,-118.501714,WAT,8.20,23688.00,0.00
577,CA,Bishop Creek 5,37.334400,-118.479700,WAT,4.50,10842.00,0.00
578,CA,Bishop Creek 6,37.349900,-118.462800,WAT,1.60,8024.00,0.00
579,CA,Black Butte,39.814905,-122.332335,WAT,6.10,9463.00,0.00
580,CA,Black Rock I,33.159400,-115.614400,GEO,70.00,0.00,0.00
581,CA,Black Rock II,33.159400,-115.614400,GEO,70.00,0.00,0.00
582,CA,Black Rock III,33.159400,-115.614400,GEO,70.00,0.00,0.00
583,CA,Blacksand Generating Facility,33.932800,-117.855000,OG,8.00,28518.00,26301.15
584,CA,Blackwell Solar Park,35.604167,-119.849722,SUN,20.00,0.00,0.00
585,CA,Blue Lake Power LLC,40.878600,-123.994200,WDS,13.80,50.00,135.23
586,CA,Blythe Energy,33.615700,-114.686500,NG,591.00,862724.00,380328.56
587,CA,Blythe Solar 110 LLC,33.680000,-114.742000,SUN,109.80,211331.00,0.00
588,CA,Blythe Solar II LLC,33.680000,-114.730000,SUN,131.20,101510.00,0.00
589,CA,Blythe Solar III LLC,33.656000,-114.742000,SUN,124.80,0.00,0.00
590,CA,Blythe Solar IV LLC,33.682000,-114.768000,SUN,124.80,0.00,0.00
591,CA,Bolthouse S&P and Rowen Farms Solar,34.564400,-117.693300,SUN,1.20,3778.00,0.00
592,CA,Borden Solar Farm,36.941111,-119.960000,SUN,50.00,0.00,0.00
593,CA,Borel,35.588069,-118.524804,WAT,12.00,-218.00,0.00
594,CA,Borrego Springs Energy Storage,33.270110,-116.349600,MWH,1.50,-111.00,0.00
595,CA,Bottle Rock Power,38.834800,-122.767700,GEO,55.00,0.00,0.00
596,CA,Bowerman Power LFG LLC,33.718889,-117.702222,LFG,23.80,107803.00,0.00
597,CA,Bowman,39.448352,-120.653417,WAT,3.60,14700.00,0.00
598,CA,Box Canyon Dam,41.279200,-122.329200,WAT,5.00,23912.00,0.00
599,CA,BP Carson Refinery,33.815300,-118.235800,OG,13.50,0.00,0.00
600,CA,Bradley Gas Recovery,34.235600,-118.380600,LFG,6.50,0.00,0.00
601,CA,Brawley,32.968889,-115.534444,DFO,23.00,0.00,0.00
602,CA,Brea Expansion Plant,33.932022,-117.840233,LFG,37.20,249613.01,0.00
603,CA,Britton Powerhouse,41.021389,-121.675000,WAT,2.80,0.00,0.00
604,CA,Broadridge Cogen,38.618300,-121.056400,NG,4.20,12618.00,8305.10
605,CA,Broadway,34.125400,-118.148000,NG,167.00,25680.00,17908.35
606,CA,Brookfield Tehachapi 1,35.008333,-118.241389,WND,102.00,286428.00,0.00
607,CA,Buckeye Geothermal Power Plant,38.824200,-122.840000,GEO,56.90,0.00,0.00
608,CA,Bucks Creek,39.910620,-121.327692,WAT,66.00,260393.00,0.00
609,CA,Buena Vista Biomass Power,38.277778,-120.913611,WDS,22.50,17414.00,1347.73
610,CA,Buena Vista Energy LLC,37.805000,-121.667200,WND,38.00,94980.00,0.00
611,CA,Buidling L,33.912917,-118.041944,SUN,1.00,57.00,0.00
612,CA,Building F,33.914356,-118.050189,SUN,1.30,71.00,0.00
613,CA,Building G,33.912917,-118.050561,SUN,1.20,86.00,0.00
614,CA,Burney Creek,40.857900,-121.722500,WAT,3.00,7147.00,0.00
615,CA,Burney Forest Products,40.879719,-121.720342,WDS,31.00,209592.00,11834.28
616,CA,Burney Mountain Power,40.909483,-121.640368,WDS,11.40,0.00,0.00
617,CA,Butt Valley,40.175656,-121.190663,WAT,40.00,76608.00,0.00
618,CA,Butte College Main Campus Solar,39.648056,-121.644167,SUN,3.50,5092.00,0.00
619,CA,C P Kelco San Diego Plant,32.694700,-117.143600,NG,28.00,88980.00,29315.03
620,CA,C&H Sugar Plant,38.057222,-122.218889,PUR,8.00,43070.00,0.00
621,CA,CA Department of Public Health at Richmo,37.920000,-122.344000,SUN,2.20,0.00,0.00
622,CA,CA Flats Solar 130 LLC,35.615573,-120.404352,SUN,130.00,0.00,0.00
623,CA,CA Flats Solar 150 LLC,35.615573,-120.404352,SUN,150.00,0.00,0.00
624,CA,Cabazon Wind Farm,33.914986,-116.710260,WND,39.70,57869.00,0.00
625,CA,Cabazon Wind Partners,33.917200,-116.735000,WND,41.00,116855.00,0.00
